id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,value_season,bonus,starts_per_90,cost_change_start,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,ep_next,event_points,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank,total_points
716,James Bree,45,DEF,Southampton,0,170,0.08,0.31,543,0,0,116,1156,0,0.9,0,0.98,0,9.23,0,2.27,0,4,239,49.2,0,-1,0,65.3,437,0,343,0.03,0,a,71,0,1,12,0.09,0,243,156,,442,,11.7,0,0,0.34,,4,0.8,366,618,662,0.01,463,-1,1423,51,2.95,0,160,181,0,362,4
731,Kamaldeen Sulemana,49,MID,Southampton,0.28,120,0.09,1.01,231,2,0,123,2841,0.9,9.2,3,0.94,-1,18.24,1,1.71,0,164,266,105.2,0,1.2,14,175.5,301,0,198,1.76,0,a,149,0,1,20,0.26,1,18,136,,376,,44.5,4.6,1,2.77,,10,2.5,959,34,670,0.17,204,3.6,3586,133,1.88,0,158,88,3,254,45
732,Paul Onuachu,53,FWD,Southampton,0.22,51,0.02,0.07,456,0,0,52,7227,0.1,2.6,0,0.9,-2,6.08,2,1.36,0,126,86,30.2,0,-0.1,0,52.8,404,0,367,1.26,0,d,47,0,0,7,0.3,0,45,52,75,463,,20.6,0.6,0,1.33,75,4,1.3,401,329,643,0.28,241,-0.3,8607,23,1.57,0,58,60,1,142,14
769,Kamari Doyle,45,MID,Southampton,0,290,0,0,505,0,0,243,1,0.1,0.2,0,0,0,0.31,0,4.65,0,0,333,0,0,0.4,0,0.3,719,0,499,0,0,a,245,0,0,0,0,0,159,295,,717,,0,0.5,0,0,,0,1,6,337,772,0,701,-0.5,15,1,0,0,294,228,0,431,1
770,Dominic Ballard,45,FWD,Southampton,0,83,0,0,506,0,0,66,41,0.2,0.4,0,0,0,1.06,0,3.98,0,0,93,1,0,0.2,1,0.3,535,0,500,0,0,a,83,0,0,0,0,0,37,69,,527,,0.1,1,0,0,,0,1,24,278,728,0,702,0,449,4,0,0,67,64,0,432,2
778,Samuel Amo-Ameyaw,45,MID,Southampton,0,292,0,0,509,0,0,298,0,0.2,0.2,0,0,0,0.61,0,18.3,0,0,338,0,0,,1,0,722,0,716,0,0,a,248,0,0,0,0,0,128,297,,720,,0,1,0,0,,0,1,3,279,778,0,705,0.4,0,6,0,0,296,231,0,436,1
425,Hugo Lloris,54,GKP,Spurs,0.29,82,0,0,93,0,0,85,748961,0,16.5,12,1.02,-1,30.16,1,1.23,0,0,19,540,0,0,0,0,266,3.22,770,0,1,i,2,79,0,39,0,0,85,17,0,102,,54,0,1,0,0,25,3.6,2205,758,105,0,767,0,507423,456,1.59,3.2,17,18,7,116,89
426,Fraser Forster,39,GKP,Spurs,0.22,13,0,0,162,0,0,23,469405,0.5,10.3,1,0.96,-1,19.21,1,1.42,0,0,17,256.8,1,1.8,2,0,382,2.37,527,0,0,a,63,32,1,24,0,0,18,23,,263,,25.8,1.8,0,0,,13,2.9,1215,179,84,0,490,1.8,375757,222,1.78,4.4,23,26,3,728,40
427,Harry Kane,115,FWD,Spurs,0.29,2,0.11,4.01,4,30,1,2,6575833,0.8,22.9,48,1,0,49.11,0,1.3,0,1707,2,1256.6,0,7.5,16,744.8,1,0,25,20.95,0,a,2,0,6,62,0.66,9,2,1,100,2,1,371,9.2,6,24.96,100,38,6.9,3406,2,6,0.55,2,9.2,7381740,1008,1.64,32.7,2,2,11,4,263
428,Son Heung-min,115,MID,Spurs,0.28,9,0.14,4.56,44,10,0,15,3349584,0.4,13.2,8,1.03,-5,42.74,5,1.33,0,910,21,709.2,0,4,5,829.3,16,0,18,9.8,0,a,3,0,2,55,0.45,6,24,11,100,42,3,244.7,4.2,1,14.36,100,33,4.2,2886,47,62,0.31,19,4.2,1754591,471,1.72,6.4,17,21,9,5,152
429,Matt Doherty,46,DEF,Spurs,0.41,44,0.04,0.27,169,1,0,78,260706,0,7.6,2,0.95,-4,8.61,4,1.17,0,146,128,147,0,0,0,110.5,322,0,271,0.74,0,u,55,0,0,9,0.14,0,251,110,0,344,,40.3,0,1,1.01,0,7,2.9,663,698,347,0.1,219,0,198746,147,1.22,0.3,141,57,3,328,35
430,Eric Dier,50,DEF,Spurs,0.29,21,0.02,0.55,173,2,0,76,1626420,0,19.2,5,0.99,0,43.12,0,1.38,0,235,28,653.2,0,0,0,112.3,125,0,269,1.76,0,i,20,0,3,52,0.08,1,130,25,0,58,,100.1,0.2,0,2.31,0,31,2.9,2816,397,80,0.06,158,0,1666908,569,1.66,4.8,16,58,9,186,96
431,Lucas Rodrigues Moura da Silva,58,MID,Spurs,0,184,0.29,0.46,467,1,0,190,43611,0.3,2.9,0,0,-2,2.68,2,1.66,1,43,139,29,0,0.5,6,55.8,433,0,362,0.55,0,a,40,0,0,5,0.63,0,104,196,100,465,,12.7,1.6,0,1.01,100,0,1.1,145,223,394,0.34,374,1.6,14604,55,3.1,0.2,206,208,0,76,17
432,Ben Davies,47,DEF,Spurs,0.35,34,0.06,1.47,133,2,0,24,382888,0.4,21.1,3,1.02,-3,26.59,3,1.05,0,172,64,407.8,0,1.8,2,276.9,160,0,129,1.01,0,a,50,0,4,33,0.1,3,59,37,100,158,,85.8,1.8,1,2.48,100,26,3.2,2284,188,187,0.04,200,1.8,380727,470,1.3,1,57,37,9,305,99
433,Pierre-Emile Højbjerg,53,MID,Spurs,0.29,91,0.09,3.13,117,4,0,48,779765,0.3,22.6,10,1.01,-2,45.05,2,1.29,0,237,51,758,0,1.4,0,501.7,67,0,58,2.02,0,d,75,0,5,57,0.15,5,109,47,75,30,,150,1.4,2,5.15,75,35,3.4,3131,236,142,0.06,155,1,805527,629,1.64,1.8,14,50,10,141,120
434,Harry Winks,44,MID,Spurs,0,244,0,0,666,0,0,255,218770,0,0,0,0,-1,0,1,0,0,0,85,0,0,0,0,0,654,0,644,0,0,u,281,0,0,0,0,0,213,253,0,649,,0,0,0,0,0,0,0,0,581,258,0,623,0,64152,0,0,0.5,250,265,0,490,0
435,Davinson Sánchez,42,DEF,Spurs,0.21,122,0.02,0.2,389,0,0,140,119576,0.1,6.7,1,0.85,-3,12.76,3,1.35,0,52,94,180.6,0,0.2,2,29.9,380,0,397,0.65,0,a,161,0,1,17,0.09,0,103,136,,315,,26.3,0.6,0,0.85,,8,1.6,848,323,263,0.07,351,0.6,78030,166,1.8,0.5,123,138,2,600,28
436,Ryan Sessegnon,44,DEF,Spurs,0.11,10,0.12,1.1,290,2,0,86,315292,0,8,0,1.01,-1,10.48,1,1.17,0,290,95,148.6,0,0,0,103,264,0,284,1.64,0,i,105,0,4,15,0.3,1,233,88,0,341,,54.3,0,0,2.74,0,9,2.1,805,584,265,0.18,124,0,264255,121,1.68,0.5,138,105,1,497,35
437,Steven Bergwijn,55,MID,Spurs,0,337,0,0,775,0,0,337,215,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,775,0,775,0,0,u,58,0,0,0,0,0,333,337,0,775,,0,0,0,0,0,0,0,0,764,758,0,775,0,0,0,0,0,337,337,0,109,0
438,Sergio Reguilón,42,DEF,Spurs,0,236,0,0,654,0,0,241,208343,0,0,0,0,-3,0,3,0,0,0,121,0,0,0,0,0,641,0,625,0,0,u,163,0,0,0,0,0,208,243,0,636,,0,0,0,0,0,0,0,0,537,329,0,596,0,17585,0,0,0.3,243,244,0,603,0
439,Japhet Tanganga,38,DEF,Spurs,0,176,0.01,0.01,468,0,0,162,420254,0,1.1,0,1.24,-2,3.69,2,2.29,0,0,43,27.6,0,0,0,6.2,484,0,456,0,0,a,256,0,0,5,0.01,0,137,169,100,466,,3.3,0,0,0.01,100,2,1,145,419,120,0,483,0,292992,32,3.1,2.5,165,161,0,769,4
440,Rodrigo Bentancur,53,MID,Spurs,0.36,93,0.04,0.68,65,5,0,119,130566,0,13.4,7,1.02,-2,19.71,2,1.18,0,236,119,489.6,0,0,0,180.2,148,0,190,2.26,0,i,79,0,8,24,0.18,2,328,89,0,119,,90.7,0,2,2.94,0,17,3.9,1501,754,345,0.14,157,0,106067,342,1.44,0.3,53,29,6,147,71
441,Oliver Skipp,43,MID,Spurs,0.24,174,0.02,0.41,336,1,0,138,28723,0.5,10,1,1.09,-2,22.65,2,1.37,0,52,144,198.2,0,2,2,146.1,323,0,226,0.29,0,a,305,0,7,28,0.04,0,73,146,100,309,,39.8,2,0,0.7,100,18,1.9,1489,157,403,0.02,352,2,27825,199,1.69,0.1,128,134,4,564,43
442,Joe Rodon,40,DEF,Spurs,0,198,0,0,603,0,0,206,7913,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,589,0,570,0,0,u,192,0,0,0,0,0,162,208,0,585,,0,0,0,0,0,0,0,0,468,576,0,536,0,0,0,0,0,209,210,0,668,0
443,Cristian Romero,49,DEF,Spurs,0.3,86,0.04,1.02,247,0,0,60,403263,0.4,13.5,3,0.99,-1,34.11,1,1.3,1,91,55,546.2,0,0,0,136.2,186,0,238,1.5,0,i,33,0,9,41,0.1,2,52,48,0,99,,77.3,2,1,2.52,0,26,2.4,2363,168,162,0.06,288,0,260094,447,1.56,1.4,32,92,8,246,66
444,Yves Bissouma,47,MID,Spurs,0.09,201,0.03,0.37,462,0,0,145,75532,0.2,5.7,0,0.9,-3,13.91,3,1.25,0,23,123,111,0,0.5,2,135,378,0,241,0.17,0,a,193,0,6,20,0.05,0,142,170,100,372,,26.8,0.8,0,0.54,100,10,1.2,998,301,354,0.02,413,0.8,31819,176,1.8,0.2,154,204,1,320,27
445,Emerson Leite de Souza Junior,48,DEF,Spurs,0.36,22,0.05,0.97,121,2,0,45,1039357,0.4,17.9,9,1.04,-2,22.24,2,1.16,1,230,51,376.2,0,2,2,178.9,180,0,194,1.61,0,a,43,0,2,27,0.13,2,51,45,100,186,,78.7,2,2,2.58,100,20,3.3,1729,167,144,0.08,161,2,996965,402,1.41,1.8,72,29,7,288,86
446,Dejan Kulusevski,78,MID,Spurs,0.35,36,0.21,4.76,139,2,0,33,2621193,0.3,12.3,5,1,-2,30.15,2,1.32,0,514,29,409.2,0,2.2,3,627.6,62,0,41,2.68,0,a,11,0,2,40,0.33,7,63,42,100,157,,154.7,2.4,1,7.44,100,23,3.2,2062,135,92,0.12,59,2.4,2101231,310,1.75,3.6,66,56,8,24,96
447,Dane Scarlett,45,FWD,Spurs,0,81,0,0,724,0,0,81,7427,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,715,0,710,0,0,u,80,0,0,0,0,0,73,82,0,711,,0,0,0,0,0,0,0,0,661,585,0,696,0,0,0,0,0,81,82,0,423,0
448,Ivan Perišić,53,DEF,Spurs,0.26,4,0.22,5.23,188,1,0,5,4576522,0.2,17.7,6,0.99,-2,33.91,2,1.45,0,394,8,517.8,0,1.5,0,732.8,52,0,26,2.48,0,a,14,0,6,44,0.33,8,83,4,100,108,,164.2,1.2,2,7.71,100,23,2.8,2099,254,25,0.11,90,1.2,3770314,430,1.89,14.7,36,65,6,132,94
449,Harvey White,44,MID,Spurs,0,253,0.9,0.04,495,0,0,219,70753,0,0.2,0,0,-1,0,1,0,0,0,108,2,0,0,0,7.3,510,0,454,0,0,u,291,0,0,0,0.9,0,222,229,0,518,,0.9,0,0,0.04,0,0,1,4,598,315,0,636,0,54478,4,0,0.3,234,221,0,524,1
450,Pape Matar Sarr,42,MID,Spurs,0,223,0.01,0.03,446,0,0,215,113765,0.2,3.3,0,0.85,-3,5.8,3,2.47,0,4,89,30.4,0,0.2,4,16,474,0,430,0.06,0,a,331,0,1,11,0.04,1,123,214,100,461,,5,1,0,0.09,100,2,1.3,211,270,271,0.03,459,1,93231,60,4.69,0.5,204,196,0,625,14
451,Brandon Austin,39,GKP,Spurs,0,20,0,0,573,0,0,30,26561,0,0,0,0,-1,0,1,0,0,0,45,0,0,0,0,0,560,0,539,0,0,a,70,0,0,0,0,0,41,49,,556,,0,0,0,0,,0,0,0,437,339,0,502,0,17504,0,0,0.3,49,49,0,743,0
452,Alfie Devine,43,MID,Spurs,0,240,0,0,660,0,0,253,13584,0,0,0,0,-2,0,2,0,0,0,169,0,0,0,0,0,648,0,636,0,0,i,313,0,0,0,0,0,207,251,0,643,,0,0,0,0,0,0,0,0,568,460,0,612,0,8804,0,0,0.1,248,263,0,582,0
453,Troy Parrott,45,FWD,Spurs,0,73,0,0,703,0,0,74,10720,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,692,0,687,0,0,u,71,0,0,0,0,0,65,75,0,688,,0,0,0,0,0,0,0,0,638,521,0,671,0,0,0,0,0,74,75,0,393,0
454,Richarlison de Andrade,84,FWD,Spurs,0.27,29,0.13,1.46,333,1,0,22,254806,0.2,6.4,2,1.09,-1,14.99,1,1.36,0,401,36,201.6,0,2.2,1,221,170,0,164,3.43,0,a,8,0,3,18,0.44,5,26,30,100,304,,82,2,0,4.89,100,12,2,995,176,218,0.31,88,2,222353,165,1.63,0.8,35,43,3,13,54
513,Clément Lenglet,48,DEF,Spurs,0.22,57,0.03,0.78,243,0,0,61,74960,0.4,13.1,6,1.07,-2,28.57,2,1.27,0,130,115,380.8,0,1.8,2,136.1,231,0,239,0.98,0,a,40,0,4,35,0.07,2,61,71,100,179,,64.7,1.8,0,1.76,100,24,2.4,2018,192,317,0.04,237,1.8,47872,387,1.56,0.3,69,91,5,275,63
522,Djed Spence,41,DEF,Spurs,0,151,0,0,473,0,0,174,61488,0,1,0,0,-4,0.47,4,8.46,0,20,144,0.2,0,0,0,1.3,495,0,480,0.06,0,u,182,0,0,0,1.08,0,204,173,0,532,,2.2,0,0,0.06,0,0,1,5,530,381,1.08,417,0,14538,10,0,0.2,185,166,0,641,4
554,Bryan Gil Salvatierra,50,MID,Spurs,0.62,196,0.05,0.08,279,0,0,204,9883,0,1.8,0,1.23,0,0.9,0,0.55,0,27,236,30.4,0,0,0,27.5,453,0,403,0.1,0,u,116,0,1,1,0.11,1,316,208,0,462,,8.5,0,0,0.18,0,2,2.2,146,739,598,0.06,402,0,8025,22,0.62,0,205,108,1,208,9
713,Arnaut Danjuma,61,MID,Spurs,0,158,0.04,0.07,383,1,0,206,6858,0.2,2.5,0,0.56,-4,2.31,4,1.28,0,71,223,53.2,0,1.2,0,25.1,423,0,408,0.84,0,a,35,0,0,5,0.51,0,139,191,,433,,14.8,1,0,0.91,,1,1.7,162,292,560,0.47,317,1,9274,43,2.78,0,187,164,0,66,15
733,Pedro Porro,48,DEF,Spurs,0.16,42,0.18,2.29,62,3,0,15,117737,1.2,12.3,5,1.03,-2,19.42,2,1.54,0,150,62,268.6,0,3.8,13,377.9,178,0,90,1.81,0,a,44,0,0,26,0.32,3,3,44,,254,,79.6,5.6,3,4.1,,13,3.9,1132,17,181,0.14,217,5.6,241698,253,2.07,1.1,99,12,2,290,59
748,Romaine Mundle,45,MID,Spurs,0,275,0,0,712,0,0,283,122,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,701,0,696,0,0,a,227,0,0,0,0,0,248,281,,697,,0,0,0,0,,0,0,0,647,754,0,680,0,196,0,0,0,278,292,0,403,0
758,George Abbott,45,MID,Spurs,0,302,0,0,513,0,0,308,148,0,0.2,0,0,0,0,0,0,0,0,308,0,0,0,1,0,733,0,727,0,0,a,262,0,0,0,0,0,181,307,,731,,0,0.2,0,0,,0,1,1,389,740,0,716,0.2,321,3,0,0,306,235,0,451,1
764,Matthew Craig,45,MID,Spurs,0,276,0,0,499,0,0,284,32,0.1,0.2,0,0,0,0.1,0,0.69,0,0,329,0,0,0,1,0,702,0,697,0,0,a,228,0,0,0,0,0,174,282,,698,,0,0.3,0,0,,0,1,13,365,768,0,681,0.3,90,3,0,0,279,224,0,404,1
777,Yago de Santiago Alonso,45,MID,Spurs,0,289,0,0,727,0,0,296,0,0,0,0,0,0,0,0,0,0,0,337,0,0,,0,0,717,0,712,0,0,a,244,0,0,0,0,0,261,294,,715,,0,0,0,0,,0,0,0,666,777,0,699,1.4,0,0,0,0,293,304,0,429,0
30,Danny Ings,63,FWD,West Ham,0.28,16,0.07,1.27,191,8,0,26,676832,0.3,15.4,13,0.85,-7,26.29,7,1.5,0,604,30,398.4,0,1.8,3,186,98,0,184,8.43,0,a,25,0,4,26,0.55,2,22,18,100,166,,118.6,2.2,3,9.7,100,15,2.8,1579,151,166,0.48,41,2.2,574778,317,1.48,1.4,16,25,5,59,97
455,Lukasz Fabianski,49,GKP,West Ham,0.26,77,0,0,104,0,0,82,255703,0.7,25.9,10,1.04,-1,45.55,1,1.32,0,0,27,755.6,1,3,1,0,194,3.15,752,0,0,a,9,109,1,48,0,0,9,10,100,31,,75.4,3.2,0,0,100,36,3.5,3111,81,174,0,745,3.2,235001,622,1.39,1.2,9,21,9,220,127
456,Angelo Ogbonna,44,DEF,West Ham,0.29,149,0.01,0.07,182,0,0,139,16397,0.5,10,4,0.95,-1,20.42,1,1.49,0,24,170,212.8,0,2.2,0,35.2,375,0,392,0.26,0,a,89,0,0,19,0.03,0,47,133,100,295,,27.4,2,1,0.33,100,13,2.8,1234,160,455,0.02,409,2,11961,217,1.39,0.1,117,61,4,472,44
457,Aaron Cresswell,47,DEF,West Ham,0.24,95,0.11,2.85,207,0,0,6,592072,0.3,15.7,8,0.97,-3,32.82,3,1.32,0,81,54,411.6,0,1.6,1,632.9,106,0,39,0.36,0,a,46,0,3,32,0.12,1,71,16,100,154,,113,1.6,1,3.21,100,24,2.6,2235,216,156,0.01,303,1.6,435046,439,1.29,1.5,56,75,6,295,74
458,Michail Antonio,69,FWD,West Ham,0.25,20,0.03,0.58,234,5,0,25,634970,0.2,12.2,4,1.04,-6,29.47,6,1.46,0,559,29,305.8,0,2.2,2,207.7,112,0,174,6.69,0,a,20,0,2,29,0.36,3,35,20,100,219,,107,1.2,0,7.27,100,21,2.5,1822,259,155,0.33,52,1.2,326532,222,1.43,1.5,22,29,5,43,84
460,Manuel Lanzini,50,MID,West Ham,0,187,0.11,0.29,381,1,0,209,35897,0.4,3.4,1,0.74,-5,5.97,5,2.21,0,37,155,50.6,0,1.8,1,21.9,444,0,414,0.54,0,a,106,0,0,5,0.31,0,77,202,100,435,1,10.8,2,0,0.83,100,2,1.7,243,169,429,0.2,384,2,15202,63,1.85,0.1,189,162,0,185,17
461,Kurt Zouma,44,DEF,West Ham,0.32,20,0,0.11,102,2,0,148,450926,0,20,8,1.09,-1,27.88,1,1.26,0,239,56,415,0,0.4,0,18.7,223,0,419,1.96,0,a,95,0,0,29,0.09,1,124,67,100,153,,67.4,0.2,3,2.07,100,24,3.5,1988,381,167,0.09,154,0.2,423637,385,1.31,1.4,55,25,7,483,88
462,Arthur Masuaku,45,DEF,West Ham,0,252,0,0,686,0,0,254,2260,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,675,0,669,0,0,u,66,0,0,0,0,0,242,254,0,670,,0,0,0,0,0,0,0,0,615,700,0,652,0,0,0,0,0,254,254,0,353,0
463,Vladimir Coufal,40,DEF,West Ham,0.17,117,0.07,1.71,286,0,0,18,361187,0.2,14.5,2,1.01,-5,30.46,5,1.28,0,54,66,361.6,0,0.6,1,330.5,195,0,108,0.28,0,a,186,0,5,35,0.08,2,87,52,100,194,,74.9,1,1,1.99,100,24,2.1,2135,266,191,0.01,340,1,369464,327,1.48,1,74,103,4,658,58
464,Saïd Benrahma,55,MID,West Ham,0.26,23,0.14,3.28,159,6,0,34,408637,0.5,19.3,5,0.96,-5,32.76,5,1.43,0,653,62,510,0,2.8,2,613.9,43,0,42,7.04,0,a,57,0,0,32,0.45,3,47,30,,112,2,177.7,3,0,10.32,,22,3,2059,97,184,0.31,38,3,293618,360,1.4,1.1,49,64,6,108,106
465,Jarrod Bowen,80,MID,West Ham,0.25,5,0.17,6,75,6,1,24,1600728,0.5,18.1,9,1,-5,47.84,5,1.33,0,1076,34,625.8,0,4.2,1,674.8,17,0,31,9.38,0,a,6,0,2,50,0.43,9,29,12,100,66,4,237.9,4,3,15.38,100,36,3.8,3232,56,100,0.26,12,4,1296356,431,1.39,3.3,26,33,9,16,145
466,Nikola Vlasic,50,MID,West Ham,0,327,0,0,763,0,0,329,3499,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,762,0,760,0,0,u,110,0,0,0,0,0,313,329,0,761,,0,0,0,0,0,0,0,0,735,683,0,755,0,221,0,0,0,329,330,0,195,0
467,Declan Rice,47,MID,West Ham,0.25,97,0.05,1.85,142,4,1,44,744071,0.6,24.7,12,0.99,-3,48.28,3,1.33,0,226,35,777.6,0,3,2,522.4,66,0,53,2.4,0,a,192,0,5,50,0.12,3,44,46,100,27,,152.7,3,1,4.25,100,36,3.1,3272,93,101,0.07,163,3,445046,622,1.38,3.2,13,57,9,318,116
468,Tomas Soucek,50,MID,West Ham,0.26,42,0.03,1.03,185,2,0,103,224552,0.2,20,6,1.02,-5,43.04,5,1.38,0,472,77,565.6,0,4.2,0,230.1,85,0,155,4.02,0,a,115,0,3,42,0.16,4,117,61,100,90,,127.1,1.2,2,5.05,100,32,2.8,2811,253,240,0.13,66,1.2,116716,364,1.34,0.6,41,72,8,206,100
469,Pablo Fornals Malla,49,MID,West Ham,0.06,113,0.12,2.01,277,3,0,91,182034,0.7,14.5,6,1.02,-6,25.06,6,1.51,0,182,105,226.6,0,1.4,10,281,222,0,126,2.13,0,a,143,0,0,28,0.25,1,40,109,,282,,68.7,3.2,1,4.14,,17,2.2,1493,82,309,0.13,189,3.2,79566,282,1.69,0.3,119,106,1,245,71
471,Ben Johnson,44,DEF,West Ham,0.21,152,0.04,0.4,376,0,0,106,14697,0.1,6.6,1,0.94,-1,15.66,1,1.64,0,20,181,161.6,0,0.6,0,76.8,381,0,323,0.06,0,a,115,0,0,13,0.05,0,104,137,100,331,,25.9,0.6,0,0.46,100,9,1.7,860,325,484,0.01,421,0.6,7638,164,1.36,0.1,135,134,2,510,29
472,Nayef Aguerd,48,DEF,West Ham,0.28,70,0.01,0.23,135,2,0,112,62216,0.4,12.1,5,0.96,-2,28.42,2,1.6,0,113,105,404.4,0,3,1,67.5,252,0,335,2.23,0,a,41,0,4,28,0.14,0,50,81,100,163,,58.5,2,1,2.46,100,17,3.2,1594,166,289,0.13,258,2,90416,320,1.58,0.4,61,39,5,281,58
473,Alphonse Areola,43,GKP,West Ham,0,60,0,0,424,0,0,69,143105,0,1.6,0,0.59,-2,7.63,2,2.24,0,0,30,69.4,0,0,0,0,464,2.64,631,0,0,a,27,9,0,7,0,0,75,33,100,414,,6.8,0,0,0,100,2,1.4,307,551,197,0,602,0,76586,42,2.05,0.9,33,38,0,541,7
509,Flynn Downes,42,MID,West Ham,0.12,175,0.01,0.11,444,0,0,202,70796,0.3,6.4,0,0.84,-3,13.53,3,1.62,0,51,114,55.8,0,0.8,2,28.9,428,0,399,0.43,0,a,322,0,2,14,0.06,0,113,193,,429,,13.4,1.2,0,0.54,,7,1.3,752,246,337,0.05,353,1.2,57416,104,1.68,0.3,185,194,1,607,27
529,Gianluca Scamacca,66,FWD,West Ham,0.29,37,0.05,0.51,218,3,0,32,490691,0,6.2,7,1.07,-4,11.41,4,1.11,0,312,43,151.8,0,0,0,160.7,241,0,212,2.42,0,i,22,0,3,12,0.29,0,91,37,0,340,,62,0,1,2.93,0,11,2.6,921,772,245,0.24,116,0,423470,110,1.17,0.6,38,28,3,51,41
545,Emerson Palmieri dos Santos,40,DEF,West Ham,0.14,32,0.05,0.77,350,1,0,43,464722,0.3,9.8,2,1.09,0,23.26,0,1.59,0,178,58,224.8,0,0.8,1,188.8,248,0,181,0.8,0,d,184,0,2,28,0.1,0,80,77,75,284,,59.4,1.2,1,1.57,75,16,1.8,1317,245,170,0.05,193,0.9,535346,209,1.91,1.3,109,124,2,654,39
556,Conor Coventry,44,MID,West Ham,0,246,0,0,492,0,0,256,17035,0,0.2,0,0,-1,0,1,0,0,0,166,0,0,0,0,0,657,0,647,0,0,u,283,0,0,0,0,0,215,254,0,652,,0,0,0,0,0,0,1,1,590,452,0,628,0,10100,3,0,0.1,251,219,0,509,1
572,Armstrong Oko-Flex,44,MID,West Ham,0,251,0,0,673,0,0,261,8297,0,0,0,0,-1,0,1,0,0,0,237,0,0,0,0,0,662,0,652,0,0,u,289,0,0,0,0,0,220,259,0,657,,0,0,0,0,0,0,0,0,595,599,0,633,0,6413,0,0,0,256,270,0,518,0
575,Maxwel Cornet,59,MID,West Ham,0,164,0.05,0.12,534,0,0,203,24457,0.1,2.4,0,0.78,-1,4.77,1,1.85,0,62,190,27.2,0,0.4,1,28.7,441,0,400,1.26,0,a,37,0,0,5,0.54,0,173,200,100,469,,11.3,0.4,0,1.38,100,2,1,232,361,498,0.49,330,0.4,22843,22,1.94,0.1,208,251,0,73,14
588,Thilo Kehrer,43,DEF,West Ham,0.2,92,0.03,0.63,226,0,0,64,83038,0.4,15.6,4,1.01,-2,31.51,2,1.27,0,83,131,347.6,0,1.6,1,126.2,258,0,248,0.49,1,a,140,0,4,34,0.05,3,56,84,100,201,,56,1.8,2,1.12,100,25,2.5,2229,181,355,0.02,298,1.8,96283,362,1.37,0.2,79,84,5,563,67
603,Lucas Tolentino Coelho de Lima,59,MID,West Ham,0.25,41,0.11,2.62,109,4,0,58,309226,0.4,16.6,8,1.13,-1,33.84,1,1.41,0,473,69,496.8,0,2.2,2,446.5,74,0,69,4.39,0,a,39,0,5,39,0.29,5,71,53,100,115,3,142,2.2,0,7.01,100,27,3.5,2154,150,204,0.18,65,2.2,371554,395,1.63,0.9,50,47,6,75,98
669,Divin Mubama,45,FWD,West Ham,0,80,0.02,0.01,502,0,0,64,9437,0.1,0.7,0,0,0,1.07,0,2.68,0,0,69,2.4,0,0.4,0,11.4,501,0,447,0,0,a,79,0,0,0,0.02,0,52,65,,515,,1.4,0.4,0,0.01,,0,1,36,354,491,0,694,0.4,13846,7,0,0.1,65,63,0,421,3
739,Joseph Anang,40,GKP,West Ham,0,48,0,0,618,0,0,57,986,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,604,0,585,0,0,a,53,0,0,0,0,0,66,74,,600,,0,0,0,0,,0,0,0,486,654,0,553,0,1995,0,0,0,74,74,0,687,0
740,Krisztián Hegyi,39,GKP,West Ham,0,25,0,0,582,0,0,35,2242,0,0,0,0,-1,0,1,0,0,0,62,0,0,0,0,0,569,0,548,0,0,a,75,0,0,0,0,0,46,54,,565,,0,0,0,0,,0,0,0,447,584,0,512,0,4883,0,0,0,54,54,0,755,0
746,Kaelan Casey,40,DEF,West Ham,0,228,0,0,645,0,0,233,1482,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,631,0,613,0,0,a,226,0,0,0,0,0,194,235,,627,,0,0,0,0,,0,0,0,516,593,0,582,0,3175,0,0,0,236,237,0,718,0
459,Craig Dawson,48,DEF,Wolves,0.3,46,0.01,0.27,156,1,0,138,176723,0.4,15.6,7,1.05,-2,35.83,2,1.51,0,145,78,455.6,0,1.3,0,37.2,234,0,390,1.53,0,a,37,0,6,31,0.07,1,48,72,100,134,,64,2,1,1.8,100,25,3,2134,164,219,0.06,222,1.5,213017,390,1.31,0.8,44,49,7,262,75
